video_id, title,url, is_japanese_caption, has_checked_caption
f9lEcwLnwfg,Early Christian Schisms - Ephesus the Robber Council and Chalcedon - Extra History - #4,https://www.youtube.com/watch?v=f9lEcwLnwfg,false,true,
6dnECIPXIRY,Early Christian Schisms - Lies - Extra History,https://www.youtube.com/watch?v=6dnECIPXIRY,false,true,
SeZ6VJ-bQ80,♫ Early Christian Schisms: Oxyrhynchus Hymn - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=SeZ6VJ-bQ80,false,true,
HyjLt_RGEww,The History of Writing - Where the Story Begins - Extra History,https://www.youtube.com/watch?v=HyjLt_RGEww,false,true,
h5oBgayr9S0,Samuel HaNagid - A Prince of Jews - Extra History,https://www.youtube.com/watch?v=h5oBgayr9S0,false,true,
fgQahGsYokU,First Opium War - Trade Deficits and the Macartney Embassy - Extra History - #1,https://www.youtube.com/watch?v=fgQahGsYokU,true,true,
qHmuuc7m1AA,First Opium War - The Righteous Minister - Extra History - #2,https://www.youtube.com/watch?v=qHmuuc7m1AA,true,true,
jAjUqwauf-A,First Opium War - Gunboat Diplomacy - Extra History - #3,https://www.youtube.com/watch?v=jAjUqwauf-A,false,true,
s9WRmsHFUg0,First Opium War - Conflagration and Surrender - Extra History - #4,https://www.youtube.com/watch?v=s9WRmsHFUg0,false,true,
kAfNQ_XiPjQ,Urbino - The Light of Italy: Federico da Montefeltro - Extra History,https://www.youtube.com/watch?v=kAfNQ_XiPjQ,true,true,
v9beMOxGOrk,First Opium War - Lies - Extra History,https://www.youtube.com/watch?v=v9beMOxGOrk,false,true,
BeBeJnqk6V0,♫ First Opium War: Waning Moon - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=BeBeJnqk6V0,false,true,
qc_wCJd9DKw,Lindisfarne  - An Age Borne in Fire - Extra History,https://www.youtube.com/watch?v=qc_wCJd9DKw,false,true,
ODI1VOOoey0,The Brothers Gracchi - How Republics Fall - Extra History - #1,https://www.youtube.com/watch?v=ODI1VOOoey0,false,true,
FC2Hvg7RdSY,The Brothers Gracchi - Populares - Extra History - #2,https://www.youtube.com/watch?v=FC2Hvg7RdSY,false,true,
kpFmzkxd-HI,The Brothers Gracchi - Ochlocracy - Extra History - #3,https://www.youtube.com/watch?v=kpFmzkxd-HI,false,true,
79RApCgwZFw,Hiawatha - The Great Law of Peace - Extra History - #1,https://www.youtube.com/watch?v=79RApCgwZFw,true,true,
WpL7xwCBM34,The Brothers Gracchi - Enter Gaius - Extra History - #4,https://www.youtube.com/watch?v=WpL7xwCBM34,false,true,
RPtUSKKzBcM,Hiawatha - Government for the People - Extra History - #2,https://www.youtube.com/watch?v=RPtUSKKzBcM,true,true,
nfZWu6PsUHI,The Brothers Gracchi - The Final Fall - Extra History - #5,https://www.youtube.com/watch?v=nfZWu6PsUHI,false,true,
cXRzijwTcGQ,Gracchus the Elder - Prequel: In His Footsteps - Extra History,https://www.youtube.com/watch?v=cXRzijwTcGQ,false,true,
UZhcMftzjMU,The Brothers Gracchi - Lies - Extra History,https://www.youtube.com/watch?v=UZhcMftzjMU,false,true,
e-k1PKbt5fI,♫ Brothers Gracchi: Air and Light - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=e-k1PKbt5fI,false,true,
-nZkP2b-4vo,The History of Paper Money - Origins of Exchange - Extra History - #1,https://www.youtube.com/watch?v=-nZkP2b-4vo,true,true,
rPHTmGjoe2k,The History of Paper Money - Not Just Noodles - Extra History - #2,https://www.youtube.com/watch?v=rPHTmGjoe2k,true,true,
GKtNuzakzMA,The History of Paper Money - Barebones Economy - Extra History - #3,https://www.youtube.com/watch?v=GKtNuzakzMA,true,true,
lzH1p3t2oRE,The History of Paper Money - Lay Down the Law - Extra History - #4,https://www.youtube.com/watch?v=lzH1p3t2oRE,true,true,
LrB9bS2VOLE,The History of Paper Money - Working out the Kinks - Extra History - #5,https://www.youtube.com/watch?v=LrB9bS2VOLE,true,true,
GNo7MDN5-0g,The History of Paper Money - The Gold Standard - Extra History - #6,https://www.youtube.com/watch?v=GNo7MDN5-0g,true,true,
zbVXLgReUn8,Veterans Day - A Call to Armistice: Fundraising for War Child Charity - Extra History,https://www.youtube.com/watch?v=zbVXLgReUn8,false,true,
s31ESRvR1p4,The History of Paper Money - Lies - Extra History,https://www.youtube.com/watch?v=s31ESRvR1p4,false,true,
jnBuj6madds,♫ History of Paper Money: Simple Gifts - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=jnBuj6madds,false,true,
80b4ROFoaFY,Simón Bolívar - Reverberations - Extra History - #1,https://www.youtube.com/watch?v=80b4ROFoaFY,false,true,
N3vu2JYwxSY,Simón Bolívar - Francisco de Miranda - Extra History - #2,https://www.youtube.com/watch?v=N3vu2JYwxSY,false,true,
WGW-kg0b9D0,Simón Bolívar - Leavings and Returns - Extra History - #3,https://www.youtube.com/watch?v=WGW-kg0b9D0,false,true,
Ie0IoiQQFKA,Simón Bolívar - Defeat is Not Surrender - Extra History - #4,https://www.youtube.com/watch?v=Ie0IoiQQFKA,false,true,
90Chn1wgm_M,Simón Bolívar - Heavy is the Head - Extra History - #5,https://www.youtube.com/watch?v=90Chn1wgm_M,false,true,
x_M2LX980Aw,Simón Bolívar - All Good Things - Extra History - #6,https://www.youtube.com/watch?v=x_M2LX980Aw,false,true,
wl9GKgwoyxw,Simón Bolívar - Lies - Extra History,https://www.youtube.com/watch?v=wl9GKgwoyxw,false,true,
VS9tppSH_Ys,♫ Simón Bolívar: El Libertador - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=VS9tppSH_Ys,false,true,
r1-OC_4cx_o,Catherine the Great - Not Quite Catherine Yet - Extra History - #1,https://www.youtube.com/watch?v=r1-OC_4cx_o,true,true,
ObmkeDWQaus,Catherine the Great - Not Quite Empress Yet - Extra History - #2,https://www.youtube.com/watch?v=ObmkeDWQaus,true,true,
Gtlxbyzd7Vg,Catherine the Great - Empress Catherine at Last - Extra History - #3,https://www.youtube.com/watch?v=Gtlxbyzd7Vg,true,true,
yjk6nmntdDI,Catherine the Great - Reforms Rebellion and Greatness - Extra History - #4,https://www.youtube.com/watch?v=yjk6nmntdDI,true,true,
